id,path,No_compare,a,e,o,c,n,Description,Tops,Bottom,Clothing Color,Hair Style,Hair Color,Clothing pattern,Sleeve
16740,https://raw.githubusercontent.com/johnwwwl/imgs/main/3UkJipqyRK.jpg,18,0.444444444,0.444444444,0.666666667,0.777777778,0.388888889,The female is wearing a sleeveless top with a V-neckline.,Camisoles,Jeans,Blue,Long Wavy/Curly,Blonde,Horizontal stripes,Sleeveless
16741,https://raw.githubusercontent.com/johnwwwl/imgs/main/3uvbWRz0VT.jpg,18,0.5,0.5,0.611111111,0.555555556,0.555555556,"The female in the picture is wearing a casual black T-shirt with a graphic print that includes the words 'ROCK & ROLL' and an illustration of a mouth with cherry fruits, paired with denim jeans",T-Shirts,Jeans,Black and blue,Short,Brown,Graphic print with text and illustration,Short sleeve
16742,https://raw.githubusercontent.com/johnwwwl/imgs/main/3uXZxPkngB.jpg,21,0.523809524,0.523809524,0.476190476,0.476190476,0.476190476,The female is wearing a T-shirt with a cut-out detail near the neckline paired with a metallic-looking skirt.,T-Shirts,Skirts,The T-shirt is black and the skirt is silver.,Long Straight,Blonde,"The T-shirt has a text logo that reads 'PUNK'. The skirt appears to have no distinct pattern, exhibiting a metallic sheen.",Short sleeve
16743,https://raw.githubusercontent.com/johnwwwl/imgs/main/3vhXgLMfOa.jpg,24,0.541666667,0.541666667,0.541666667,0.541666667,0.291666667,"She is wearing a casual, loose-fitting T-shirt with a graphic text design and plaid trousers.",T-Shirts,Trousers,White and black,Long Straight,Brown,The T-shirt has the text 'BREAKING MY HEART' with a red highlight on the word 'BREAKING'. The trousers have a plaid pattern.,Short sleeve
16744,https://raw.githubusercontent.com/johnwwwl/imgs/main/3vi1KhPDft.jpg,21,0.571428571,0.571428571,0.476190476,0.333333333,0.476190476,The female is wearing a casual long sleeve scoop-neck top with button details on the neckline and form-fitting jeans. Her clothing appears to be suited for everyday wear or a casual outing.,Shirts,Jeans,Grey for the top and dark blue for the jeans,Long Straight,Brown,Horizontal stripes,Long sleeve
16745,https://raw.githubusercontent.com/johnwwwl/imgs/main/3Vj7orpUoZ.jpg,23,0.347826087,0.347826087,0.565217391,0.52173913,0.347826087,The female in the picture is wearing a layered top with floral print on the front and striped pattern on the arms and back.,Sweaters,Jeans,Navy Blue,Long Straight,Blonde,Floral print and stripes,Long sleeve
16746,https://raw.githubusercontent.com/johnwwwl/imgs/main/3vjzFxxsDq.jpg,17,0.529411765,0.529411765,0.529411765,0.411764706,0.529411765,The female in the picture is wearing a blouse with long sleeves.,Blouses,Jeans,Green,Long Straight,Brown,Horizontal stripes,Long sleeve
16747,https://raw.githubusercontent.com/johnwwwl/imgs/main/3VlEZLBfL3.jpg,22,0.545454545,0.545454545,0.454545455,0.681818182,0.409090909,The female in the picture is wearing a high-neck top with a floral pattern.,Blouses,Jeans,Black,Long Straight,Black,Floral,Long sleeve
16748,https://raw.githubusercontent.com/johnwwwl/imgs/main/3vP4PScnna.jpg,18,0.388888889,0.388888889,0.388888889,0.5,0.277777778,The female is wearing a casual and comfortable outfit.,T-Shirts,Jeans,"The T-shirt is dark grey, while the jeans appear to be a light blue.",Long Straight,Brown,Horizontal stripes,Short sleeve
16749,https://raw.githubusercontent.com/johnwwwl/imgs/main/3VqbTqc7d5.jpg,14,0.5,0.5,0.642857143,0.571428571,0.571428571,The female in the picture is wearing a lace camisole with a v-neckline and slim straps paired with dark-colored zipper-detail jeans.,Camisoles,Jeans,The main colors are cream for the camisole and black for the jeans,Long Straight,Brown,The camisole has a lace pattern; the jeans are solid with zipper details,Sleeveless
16750,https://raw.githubusercontent.com/johnwwwl/imgs/main/3w6rCVtyuS.jpg,26,0.653846154,0.653846154,0.5,0.615384615,0.653846154,"The female is wearing a sleeveless tank top with text on it, paired with black trousers.",Tank Tops,Trousers,"Grey tank top, black trousers",Long Straight,Dark brown or black,The tank top has a logo or text across the chest area.,Sleeveless
16751,https://raw.githubusercontent.com/johnwwwl/imgs/main/3WLmYNx6rM.jpg,23,0.434782609,0.434782609,0.47826087,0.52173913,0.52173913,The female in the picture is wearing a graphic T-shirt with a floral design and the word 'LIBERTY' on it.,T-Shirts,Jeans,Black,Long Wavy/Curly,Brown,The shirt has a graphic design with floral elements and text.,Short sleeve
16752,https://raw.githubusercontent.com/johnwwwl/imgs/main/3wMkNV4F57.jpg,19,0.526315789,0.526315789,0.578947368,0.368421053,0.789473684,"The female in the picture is wearing a sleeveless, cowl neck top with sequin details on the front.",Tank Tops,Jeans,Blue,Long Straight,Dark Brown,Sequin details,Sleeveless
16753,https://raw.githubusercontent.com/johnwwwl/imgs/main/3Ww5E8y5OW.jpg,17,0.588235294,0.588235294,0.294117647,0.470588235,0.529411765,"The female is wearing a casual, fitted T-shirt with a logo on the front and relaxed-fit trousers with a drawstring.",T-Shirts,Trousers,"The T-shirt is grey, and the trousers are pink.",Long Straight,Dark brown,The T-shirt has a logo text on it.,Short sleeve
16754,https://raw.githubusercontent.com/johnwwwl/imgs/main/3WwiobdQLp.jpg,21,0.666666667,0.666666667,0.428571429,0.333333333,0.476190476,The female in the picture is wearing an off-shoulder top paired with what appears to be jeans.,Sweaters,Jeans,Black top and blue for the bottoms,Long Wavy/Curly,Brown,Horizontal stripes,Long sleeve
16755,https://raw.githubusercontent.com/johnwwwl/imgs/main/3wyqGfPRGX.jpg,23,0.434782609,0.434782609,0.565217391,0.391304348,0.47826087,"The apparel seems to be a patterned top, possibly a T-shirt with a Greek key and abstract animal print design.",T-Shirts,Jeans,Black,Long Straight,Brown,Greek key and abstract animal prints,Short sleeve
16756,https://raw.githubusercontent.com/johnwwwl/imgs/main/3x5DorlIDE.jpg,15,0.266666667,0.266666667,0.666666667,0.6,0.4,The female in the picture is wearing a short-sleeve T-shirt with a floral print in the center and black jeans.,T-Shirts,Jeans,Pink and Black,Long Straight,Brown,The T-shirt features a floral print in earthy and darker tones.,Short sleeve
16757,https://raw.githubusercontent.com/johnwwwl/imgs/main/3xENwy22kH.jpg,23,0.47826087,0.47826087,0.52173913,0.608695652,0.391304348,The female is wearing a long-sleeved floral top.,Sweaters,Jeans,Green,Long Straight,Black,Floral pattern with white and other colors on green background,Long sleeve
16758,https://raw.githubusercontent.com/johnwwwl/imgs/main/3XIjMX6fNW.jpg,15,0.4,0.4,0.533333333,0.4,0.733333333,The female in the picture is wearing a casual black T-shirt paired with striped shorts.,T-Shirts,Shorts,"Black, White (shorts)",Long Straight,Blond,The shorts have horizontal black and white stripes.,Short sleeve
16759,https://raw.githubusercontent.com/johnwwwl/imgs/main/3yKTtuJirZ.jpg,13,0.461538462,0.461538462,0.461538462,0.384615385,0.692307692,The female in the picture is wearing a short sleeve top with a mix of red and black colors and plain black trousers.,Blouses,Trousers,"Red and black for the top, black for the trousers",Long Straight,Black,The blouse has a multicolored pattern with red as the dominant color.,Short sleeve
16760,https://raw.githubusercontent.com/johnwwwl/imgs/main/3yupsyP2Xt.jpg,15,0.666666667,0.666666667,0.466666667,0.533333333,0.733333333,"She is wearing a sleeveless, V-neck blouse and trousers.",Blouses,Trousers,White top and olive green bottoms,Long Wavy/Curly,Blonde,Horizontal stripes,Sleeveless
16761,https://raw.githubusercontent.com/johnwwwl/imgs/main/3ZgibSsthK.jpg,18,0.611111111,0.611111111,0.444444444,0.555555556,0.444444444,The female in the picture is wearing a t-shirt paired with what appears to be jeans.,T-Shirts,Jeans,The main apparel colors are white for the t-shirt and blue for the jeans.,Long Straight,Blond,The t-shirt features black text in various font sizes.,Short sleeve
16762,https://raw.githubusercontent.com/johnwwwl/imgs/main/3zougaTGQU.jpg,26,0.538461538,0.538461538,0.5,0.307692308,0.5,The female in the picture is wearing a tank top with a floral skirt.,Tank Tops,Skirts,Navy blue and floral pattern,Short,Brown,The tank top appears to be a solid navy blue color. The skirt has a floral pattern with various colors on a white or light background.,Sleeveless
16763,https://raw.githubusercontent.com/johnwwwl/imgs/main/3ZOXRap6Ch.jpg,17,0.470588235,0.470588235,0.352941176,0.470588235,0.235294118,"The female in the picture is wearing a graphic T-shirt paired with shiny, fitted trousers.",T-Shirts,Trousers,Black,Long Wavy/Curly,Light Brown,The T-shirt has a graphic design with grey and white tones.,Short sleeve
16764,https://raw.githubusercontent.com/johnwwwl/imgs/main/3zq2mOjiDK.jpg,15,0.466666667,0.466666667,0.333333333,0.733333333,0.466666667,"The female is wearing a sleeveless, white tank top paired with denim jeans.",Tank Tops,Jeans,White,Long Straight,Blonde,Horizontal stripes,Sleeveless
16765,https://raw.githubusercontent.com/johnwwwl/imgs/main/3zQYcpcPhe.jpg,20,0.7,0.7,0.5,0.6,0.55,"The female is wearing a loose-fitting, asymmetrical striped top featuring a graphic print with the letters 'L O V E' around a peace symbol and a red heart.",Sweaters,Jeans,Grey,Long Straight,Black,Striped with a graphic print,Long sleeve
16766,https://raw.githubusercontent.com/johnwwwl/imgs/main/3ZWSaPOal2.jpg,17,0.470588235,0.470588235,0.352941176,0.411764706,0.470588235,The female in the picture is wearing a horizontally striped T-shirt and what appears to be casual trousers or sweatpants.,T-Shirts,Trousers,Blue and white,Long Wavy/Curly,Brown,Horizontal stripes,Short sleeve
16767,https://raw.githubusercontent.com/johnwwwl/imgs/main/3zZRss3tFK.jpg,19,0.368421053,0.368421053,0.473684211,0.421052632,0.421052632,The female is wearing a black T-shirt with lace-up detail at the front.,T-Shirts,Jeans,Black,Short,Brown,Horizontal stripes,Short sleeve
16768,https://raw.githubusercontent.com/johnwwwl/imgs/main/404OKdKXFF.jpg,18,0.333333333,0.333333333,0.444444444,0.5,0.277777778,"The woman is wearing a casual, color-blocked T-shirt with a V-neckline.",T-Shirts,Jeans,Grey and Pink,Long Straight,Dark Brown,"Color-blocked with no visible patterns, logos, or text",Short sleeve
16769,https://raw.githubusercontent.com/johnwwwl/imgs/main/40l4HQ2xM2.jpg,15,0.333333333,0.333333333,0.6,0.6,0.4,The female is wearing a basic turtleneck with a fitted silhouette,Sweaters,Jeans,White,Long Straight,Blonde,Horizontal stripes,Long sleeve
16770,https://raw.githubusercontent.com/johnwwwl/imgs/main/40MHHAeFK2.jpg,23,0.608695652,0.608695652,0.565217391,0.52173913,0.695652174,The female in the picture is wearing a drapey or cowl neck style top with a fitted silhouette.,Shirts,Jeans,Black,Long Straight,Blonde,Horizontal stripes,Long sleeve
16771,https://raw.githubusercontent.com/johnwwwl/imgs/main/40ovB7CjhK.jpg,12,0.666666667,0.666666667,0.583333333,0.416666667,0.75,The female in the picture is wearing a top with lace detailing around the neckline and what appears to be trousers.,Blouses,Trousers,Black top and red trousers,Long Straight,Brown,Horizontal stripes,Short sleeve
16772,https://raw.githubusercontent.com/johnwwwl/imgs/main/40y57PNzbJ.jpg,18,0.444444444,0.444444444,0.444444444,0.833333333,0.444444444,The female in the picture is wearing a long sleeve top and trousers.,T-Shirts,Trousers,"Top is navy blue, bottoms are maroon.",Long Straight,Dark Brown,Horizontal stripes,Long sleeve
16773,https://raw.githubusercontent.com/johnwwwl/imgs/main/40YiseefTS.jpg,21,0.476190476,0.476190476,0.333333333,0.523809524,0.571428571,The female in the picture is wearing a sleeveless tank top paired with jeans.,Tank Tops,Jeans,White for the tank top and blue for the jeans,Long Straight,Brown,Horizontal stripes,Sleeveless
16774,https://raw.githubusercontent.com/johnwwwl/imgs/main/41vmvEeizG.jpg,11,0.636363636,0.636363636,0.636363636,0.818181818,0.545454545,The female is wearing a sleeveless floral patterned top.,Tank Tops,Jeans,Black,Long Wavy/Curly,Brown,Floral,Sleeveless
16775,https://raw.githubusercontent.com/johnwwwl/imgs/main/42fwr5R5wv.jpg,15,0.466666667,0.466666667,0.266666667,0.333333333,0.533333333,The female in the picture is wearing a long sleeve top.,Sweaters,Jeans,Black,Long Straight,Blonde,Horizontal stripes,Long sleeve
16776,https://raw.githubusercontent.com/johnwwwl/imgs/main/42J8Az40Lh.jpg,21,0.666666667,0.666666667,0.380952381,0.476190476,0.619047619,"The female in the picture is wearing a long-sleeved, polka-dot patterned top and distressed jeans.",Sweaters,Jeans,Navy blue,Long Wavy/Curly,Blonde,Polka dots,Long sleeve
16777,https://raw.githubusercontent.com/johnwwwl/imgs/main/42YszjLtkE.jpg,21,0.380952381,0.380952381,0.476190476,0.476190476,0.523809524,The female is wearing a short sleeve t-shirt and trousers.,T-Shirts,Trousers,The t-shirt is a marled gray and the trousers are a pale pink.,Long Straight,Black,There is a small logo on the left upper chest area of the t-shirt; other than that there are no visible patterns.,Short sleeve
16778,https://raw.githubusercontent.com/johnwwwl/imgs/main/43G3Erkr88.jpg,20,0.6,0.6,0.35,0.5,0.6,The female in the picture is wearing a ruffled blouse paired with what appears to be trousers.,Blouses,Trousers,"Navy blue top, light blue bottoms",Long Straight,Dark brown or black,Horizontal stripes,Short sleeve
16779,https://raw.githubusercontent.com/johnwwwl/imgs/main/43ktJoeiG5.jpg,18,0.555555556,0.555555556,0.388888889,0.444444444,0.555555556,The female in the picture is wearing a sleeveless top with a sheer mesh or lace panel around the neckline.,Tank Tops,Jeans,Black,Long Wavy/Curly,Brown,Horizontal stripes,Sleeveless
16780,https://raw.githubusercontent.com/johnwwwl/imgs/main/43U1n5dBhu.jpg,17,0.411764706,0.411764706,0.647058824,0.176470588,0.705882353,"The female is wearing a casual sleeveless blouse with a V-neck collar and jeans. The blouse is loose-fitting, offering a relaxed and comfortable style.",Blouses,Jeans,White,Long Straight,Brown,Horizontal stripes,Sleeveless
16781,https://raw.githubusercontent.com/johnwwwl/imgs/main/43VWudkrRw.jpg,22,0.545454545,0.545454545,0.5,0.590909091,0.454545455,"The female in the picture is wearing a simple T-shirt paired with what appears to be a comfortable bottom, potentially leggings or trousers due to the smooth fabric and tight fit visible.",T-Shirts,Leggings,Grey,Long Straight,Brown,Horizontal stripes,Short sleeve
16782,https://raw.githubusercontent.com/johnwwwl/imgs/main/43yE1vk1j5.jpg,12,0.333333333,0.333333333,0.416666667,0.083333333,0.416666667,The female in the picture is wearing a black top with an off-the-shoulder design and what appear to be straps over the shoulders. She also wears light blue jeans.,Bodysuits,Jeans,Black for the top and light blue for the jeans,Short,Brown,Horizontal stripes,Short sleeve
16783,https://raw.githubusercontent.com/johnwwwl/imgs/main/442QIUMbjU.jpg,22,0.545454545,0.545454545,0.454545455,0.5,0.5,The female is wearing a short sleeve T-shirt paired with jeans.,T-Shirts,Jeans,White,Long Straight,Black,The T-shirt has a logo with the text 'Tommy Hilfiger'.,Short sleeve
16784,https://raw.githubusercontent.com/johnwwwl/imgs/main/44K4c9hx9c.jpg,16,0.5,0.5,0.6875,0.6875,0.4375,The female is wearing a casual T-shirt paired with what appears to be trousers. The T-shirt features a graphic print on the front.,T-Shirts,Trousers,Black,Long Straight,Blonde,There is a graphic design with a heart shape and symmetrical patterns in white on the black T-shirt.,Short sleeve
16785,https://raw.githubusercontent.com/johnwwwl/imgs/main/44O35BdfvS.jpg,22,0.409090909,0.409090909,0.5,0.5,0.545454545,The female in the picture is wearing a black top with a high neck collar and partial sheer detailing on the neckline.,Sweaters,Jeans,Black,Long Straight,Black,Horizontal stripes,Long sleeve
16786,https://raw.githubusercontent.com/johnwwwl/imgs/main/44qEFFDsYd.jpg,14,0.642857143,0.642857143,0.5,0.571428571,0.428571429,"The female in the picture is wearing a casual long-sleeve top with a holiday theme, including a depiction of a snowman riding a llama. The sleeves of the top are red, while the main body of the top is white.",Sweatshirts,Leggings,Red and White,Long Wavy/Curly,Brown,Holiday theme with a depiction of a snowman and llama,Long sleeve
16787,https://raw.githubusercontent.com/johnwwwl/imgs/main/44tKlWiDR0.jpg,23,0.652173913,0.652173913,0.304347826,0.47826087,0.434782609,"The female in the picture is wearing a sleeveless, patterned top, paired with what seems to be dark-colored bottoms.",Blouses,Jeans,Black,Long Straight,Brown,The blouse features a floral-like pattern with a mix of what appears to be white and lighter shades possibly depicting leaves or abstract shapes.,Sleeveless
16788,https://raw.githubusercontent.com/johnwwwl/imgs/main/45fDcf5p2y.jpg,12,0.666666667,0.666666667,0.416666667,0.25,0.583333333,The female is wearing a plain long-sleeved Henley shirt and black trousers.,Shirts,Trousers,"The Henley shirt is white, and the trousers are black.",Long Wavy/Curly,Blonde,Horizontal stripes,Long sleeve
16789,https://raw.githubusercontent.com/johnwwwl/imgs/main/45OEi8j3e2.jpg,18,0.611111111,0.611111111,0.555555556,0.555555556,0.777777778,"The female in the picture is wearing a sleeveless, cropped tank top with a zipper detail in the front and a pair of jeans.",Tank Tops,Jeans,Black and Blue,Long Wavy/Curly,Brown,Horizontal stripes,Sleeveless
16790,https://raw.githubusercontent.com/johnwwwl/imgs/main/45reKBmrYm.jpg,16,0.5625,0.5625,0.375,0.3125,0.25,The woman is wearing a sleeveless black camisole paired with a rust-colored skirt with floral embroidery.,Camisoles,Skirts,"Black (for the top), Rust (for the skirt)",Long Wavy/Curly,Dark brown,The skirt has floral embroidery.,Sleeveless
16791,https://raw.githubusercontent.com/johnwwwl/imgs/main/45RotkUcL2.jpg,20,0.25,0.25,0.6,0.35,0.4,"The female in the picture is wearing a sleeveless top with what appears to be decorative ruffles along the neckline and a button-up detail in the front. She is also wearing pants, but since it is a half-body picture, the type of pants is not entirely visible.",Tank Tops,Jeans,Black,Long Straight,Blonde,Horizontal stripes,Sleeveless
16792,https://raw.githubusercontent.com/johnwwwl/imgs/main/45S8wHItWv.jpg,23,0.565217391,0.565217391,0.391304348,0.565217391,0.391304348,The woman is wearing a sleeveless camisole top and a pair of jeans.,Camisoles,Jeans,"The camisole is white, and the jeans are light blue.",Long Straight,Blonde,Horizontal stripes,Sleeveless
16793,https://raw.githubusercontent.com/johnwwwl/imgs/main/45Y6s8dYyo.jpg,18,0.5,0.5,0.444444444,0.555555556,0.555555556,The female in the picture is wearing a casual printed T-shirt paired with denim jeans.,T-Shirts,Jeans,White,Long Straight,Blonde,"The T-shirt has a small, scattered floral pattern.",Short sleeve
16794,https://raw.githubusercontent.com/johnwwwl/imgs/main/46EDqreItb.jpg,18,0.666666667,0.666666667,0.5,0.222222222,0.555555556,The female is wearing a sleeveless camisole top,Camisoles,Jeans,Blue,Long Straight,Brown,"The top seems to have a crushed velvet texture with a shiny appearance, and no distinctive pattern or logo can be seen.",Sleeveless
16795,https://raw.githubusercontent.com/johnwwwl/imgs/main/46vwPDMCLY.jpg,18,0.5,0.5,0.5,0.444444444,0.555555556,"The female is wearing a long-sleeved, form-fitting top with a V-neckline and a small number of buttons. She is also wearing fitted pants.",Shirts,Jeans,"White for the top, grey for the bottoms",Long Straight,Dark brown,Horizontal stripes,Long sleeve
16796,https://raw.githubusercontent.com/johnwwwl/imgs/main/47P56rZ1VG.jpg,22,0.545454545,0.545454545,0.454545455,0.363636364,0.545454545,"The female in the picture is wearing a sleeveless, cropped tank top with button details at the front. The bottoms cannot be clearly identified due to the crop of the image.",Tank Tops,Jeans,Black,Long Straight,Dark Brown,Horizontal stripes,Sleeveless
16797,https://raw.githubusercontent.com/johnwwwl/imgs/main/47zfkOTxdf.jpg,15,0.4,0.4,0.533333333,0.533333333,0.266666667,The female in the picture is wearing a sleeveless peplum-style top with a sweetheart neckline.,Tank Tops,Jeans,Red,Long Straight,Blonde,Horizontal stripes,Sleeveless
16798,https://raw.githubusercontent.com/johnwwwl/imgs/main/48CMV8Rq13.jpg,14,0.571428571,0.571428571,0.571428571,0.5,0.5,She is wearing a sleeveless blouse with a round neckline and a denim skirt.,Blouses,Skirts,The blouse is a burgundy color while the skirt is dark blue.,Long Straight,Brown,The skirt has a floral pattern embroidered or printed on it.,Sleeveless
16799,https://raw.githubusercontent.com/johnwwwl/imgs/main/48DfZ9iqWY.jpg,30,0.5,0.5,0.333333333,0.3,0.633333333,The female in the picture is wearing a T-shirt with a graphic design on the front and trousers.,T-Shirts,Trousers,"The T-shirt is burgundy, and the trousers are pink.",Long Straight,Blonde,The T-shirt has a graphic text design with the words 'Lucky Aces' surrounded by decorative elements.,Short sleeve
16800,https://raw.githubusercontent.com/johnwwwl/imgs/main/49Fc53cDBb.jpg,23,0.52173913,0.52173913,0.47826087,0.391304348,0.391304348,The female in the picture is wearing a black long sleeve top with a small logo on the left side of the chest and blue jeans.,Sweatshirts,Jeans,Black and blue,Long Straight,Light brown,Small logo,Long sleeve
16801,https://raw.githubusercontent.com/johnwwwl/imgs/main/49hl3gp9Qn.jpg,15,0.533333333,0.533333333,0.533333333,0.333333333,0.6,The female is wearing a fitted long sleeve top and dark-colored pants.,Sweaters,Trousers,Grey,Long Straight,Brown,"The sweater has a marled knit pattern, with no visible logo or text.",Long sleeve
16802,https://raw.githubusercontent.com/johnwwwl/imgs/main/49jvOPjofs.jpg,19,0.315789474,0.315789474,0.473684211,0.421052632,0.578947368,The female in the picture is wearing a casual style T-shirt paired with what appears to be athletic or casual attire.,T-Shirts,Jeans,Navy,Long Wavy/Curly,Brown,The T-shirt features a large graphic with a starburst design and the logo of the brand 'Reebok'.,Short sleeve
16803,https://raw.githubusercontent.com/johnwwwl/imgs/main/4aDh3cHVpa.jpg,21,0.619047619,0.619047619,0.476190476,0.333333333,0.523809524,The female in the picture is wearing a striped long sleeve top and a solid color skirt with a slim belt.,Sweaters,Skirts,Navy blue and white,Long Straight,Dark brown,"Horizontal stripes on the top, solid color on the skirt",Long sleeve
16804,https://raw.githubusercontent.com/johnwwwl/imgs/main/4AlO9QanJB.jpg,17,0.705882353,0.705882353,0.411764706,0.352941176,0.588235294,"The female is wearing an off-shoulder top with a wide, round neckline that allows one shoulder to be exposed. She also seems to be wearing slim-fitting pants.",Blouses,Jeans,Red,Long Straight,Dark Brown,"The blouse appears to have some kind of subtle pattern or texture, but it's not clear enough to describe in detail. There might be small specks or sparkles distributed throughout.",Long sleeve
16805,https://raw.githubusercontent.com/johnwwwl/imgs/main/4aLtu4b7sY.jpg,19,0.526315789,0.526315789,0.526315789,0.578947368,0.473684211,The individual is wearing a black top and grey bottoms.,Sweaters,Trousers,Black and grey,Long Straight,Blonde,Horizontal stripes,Long sleeve
16806,https://raw.githubusercontent.com/johnwwwl/imgs/main/4Anrlu4pL8.jpg,14,0.5,0.5,0.714285714,0.428571429,0.428571429,The female in the picture is wearing a plain white T-shirt paired with black bottoms that are not entirely visible in the frame.,T-Shirts,Jeans,White,Long Straight or Long Wavy/Curly (not fully visible),Blonde,Horizontal stripes,Short sleeve
16807,https://raw.githubusercontent.com/johnwwwl/imgs/main/4aqDdZw6zW.jpg,13,0.538461538,0.538461538,0.538461538,0.461538462,0.461538462,The female is wearing a sleeveless top with a V-neckline paired with dark-colored bottoms.,Tank Tops,Jeans,Beige,Long Straight,Dark Brown,Horizontal stripes,Sleeveless
16808,https://raw.githubusercontent.com/johnwwwl/imgs/main/4aX2C85BbT.jpg,15,0.6,0.6,0.6,0.533333333,0.6,"The female is wearing a casual, round-neck T-shirt with a visible logo on the front and a pair of denim jeans.",T-Shirts,Jeans,Grey,Long Straight,Brown,Logo,Short sleeve
16809,https://raw.githubusercontent.com/johnwwwl/imgs/main/4aYhPmRwnw.jpg,23,0.695652174,0.695652174,0.52173913,0.304347826,0.652173913,The female in the picture is wearing a sleeveless top with lace detail around the neckline.,Tank Tops,Jeans,Black,Long Straight,Blonde,Horizontal stripes,Sleeveless
16810,https://raw.githubusercontent.com/johnwwwl/imgs/main/4bgg8kGHR9.jpg,18,0.444444444,0.444444444,0.555555556,0.5,0.444444444,"The female in the picture is wearing a basic, minimalistic style outfit consisting of a solid color top and bottoms.",T-Shirts,Trousers,White for the top and navy blue for the bottoms,Long Straight,Black,Horizontal stripes,Short sleeve
16811,https://raw.githubusercontent.com/johnwwwl/imgs/main/4BgmR1GeQe.jpg,14,0.428571429,0.428571429,0.5,0.785714286,0.357142857,The female in the picture is wearing a T-shirt with a graphic print on it and light-colored jeans.,T-Shirts,Jeans,Black,Long Wavy/Curly,Blonde,The T-shirt has a graphic print with 'SPACE GIRL' text and a stylized illustration.,Short sleeve
16812,https://raw.githubusercontent.com/johnwwwl/imgs/main/4BOcjZmvuw.jpg,20,0.45,0.45,0.4,0.4,0.5,"The female is wearing a sleeveless top with a v-neckline, paired with what appears to be tight-fitting bottoms.",Tunics,Jeans,Pink,Long Straight,Dark Brown,Horizontal stripes,Sleeveless
16813,https://raw.githubusercontent.com/johnwwwl/imgs/main/4bQXyk1j6J.jpg,13,0.538461538,0.538461538,0.461538462,0.538461538,0.846153846,The female is wearing a T-shirt.,T-Shirts,Jeans,Black,Long Straight,Blond,Text on the T-shirt,Short sleeve
16814,https://raw.githubusercontent.com/johnwwwl/imgs/main/4bUY4gYKO8.jpg,27,0.592592593,0.592592593,0.555555556,0.481481481,0.518518519,The female is wearing a basic sleeveless top and jeans.,Tank Tops,Jeans,White top and blue jeans,Long Straight,Blonde,Horizontal stripes,Sleeveless
16815,https://raw.githubusercontent.com/johnwwwl/imgs/main/4BYb0Muhzu.jpg,20,0.55,0.55,0.35,0.55,0.6,"The female is wearing a sleeveless, solid color top with a unique cut-out detail around the waist area. She is also wearing denim jeans.",Tank Tops,Jeans,The top is black and the jeans are light blue.,Long Straight,Brown,Horizontal stripes,Sleeveless
16816,https://raw.githubusercontent.com/johnwwwl/imgs/main/4Ci4jD4bUb.jpg,16,0.4375,0.4375,0.5625,0.625,0.6875,"The female is wearing a simple, casual top with a round neckline",T-Shirts,Jeans,White,Long Straight,Brown,Horizontal stripes,Short sleeve
16817,https://raw.githubusercontent.com/johnwwwl/imgs/main/4crLVg7TWq.jpg,26,0.5,0.5,0.538461538,0.615384615,0.423076923,The female is wearing a long sleeve sweatshirt and jeans.,Sweatshirts,Jeans,Navy,Long Straight,Brown,Horizontal stripes,Long sleeve
16818,https://raw.githubusercontent.com/johnwwwl/imgs/main/4CSrM6CSPS.jpg,15,0.466666667,0.466666667,0.666666667,0.6,0.6,The female in the picture is wearing a white T-shirt with the word 'Wrangler' printed across the chest in black letters and light blue jeans.,T-Shirts,Jeans,White and Light Blue,Short,Black,Text ('Wrangler'),Short sleeve
16819,https://raw.githubusercontent.com/johnwwwl/imgs/main/4cUpmuDFlq.jpg,16,0.375,0.375,0.375,0.625,0.4375,The female is wearing a sleeveless top with a metallic or embellished neckline.,Blouses,Jeans,The blouse is white and the visible part of her bottom apparel appears to be black.,Long Straight,Brown,Horizontal stripes,Sleeveless
16820,https://raw.githubusercontent.com/johnwwwl/imgs/main/4cWu7aRF8B.jpg,15,0.533333333,0.533333333,0.333333333,0.2,0.6,The female is wearing a sleeveless top with detailed shoulders possibly including lace or a sheer patterned fabric.,Blouses,Jeans,Light blue or teal,Long Wavy/Curly,Brown,The blouse has a sheer patterned detail on the shoulders.,Sleeveless
16821,https://raw.githubusercontent.com/johnwwwl/imgs/main/4czQdKF2RW.jpg,18,0.444444444,0.444444444,0.555555556,0.722222222,0.444444444,The female is wearing a blouse with a floral pattern.,Blouses,Jeans,Yellow,Long Wavy/Curly,Brown,Floral pattern,Long sleeve
16822,https://raw.githubusercontent.com/johnwwwl/imgs/main/4D1ufMdYtn.jpg,13,0.461538462,0.461538462,0.461538462,0.384615385,0.384615385,The female is wearing a sweatshirt with a slogan and what appears to be leather trousers.,Sweatshirts,Trousers,White and Green,Long Straight,Black,The sweatshirt has a text slogan that reads 'LIVE WILD FLOWER CHILD'. The sleeves have a green background with a leopard print pattern in black.,Long sleeve
16823,https://raw.githubusercontent.com/johnwwwl/imgs/main/4dhWHW4w8U.jpg,16,0.4375,0.4375,0.5625,0.4375,0.5,The female in the picture is wearing a striped top paired with a solid black skirt.,T-Shirts,Skirts,Black and white,Short,Brown,Striped top and solid skirt,Short sleeve
